S.R,METER NO.,IME,PHASE,WAREHOUSE_STATUS,FINAL SIM,WAREHOUSE_UTILITY,IMSI,IP,MAKE,MFG_SERIAL_NUM,METER_MATCH_UDC_ID,METER_MATCH_IP,INSTALLATIONNUMBER,METER_MATCH_STATUS,METER_MATCH_UTILITY,IMSI_MATCHED_METER_NO,IMSI_MATCHED_IP,IMSI_MATCHED_STATUS,IMSI_MATCHED_UTILITY,IP_MATCHED_METER_NO,IP_MATCH_UDC_ID,IP_MATCHED_IP,IP_MATCHED_STATUS,IP_MATCHED_UTILITY,SIM SET CHECK STATUS,METER_SIM,METER_ORG,SIM_ORG,METER_IP,SIM SET CHECK STATUS RECHECK,ACTION TAKEN,NEW_METER_NUMBER,Duplicated
969,LT0527947,861996078325187,1 Phase,S2S repaired,8991856040706059295,SBPDCL,405856706604317,2405:0203:0528:9FE6:0000:0000:0000:0010,L&T,LT0527947,405856706604317,2405:0203:0528:9FE6:0000:0000:0000:0010,5002867058,Retired,SBPDCL,LT0527947,2405:0203:0528:9FE6:0000:0000:0000:0010,Retired,SBPDCL,LT0527947,405856706604317,2405:0203:0528:9FE6:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0527947,Unique
970,LT0689997,861996077243837,1 Phase,S2S repaired,8991856040706046143,SBPDCL,405856706591165,2405:0203:052B:5F3A:0000:0000:0000:0010,L&T,LT0689997,405856706591165,2405:0203:052B:5F3A:0000:0000:0000:0010,5002322333,Retired,SBPDCL,LT0689997,2405:0203:052B:5F3A:0000:0000:0000:0010,Retired,SBPDCL,LT0689997,405856706591165,2405:0203:052B:5F3A:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0689997,Unique
971,LT0838657,860953066113670,1 Phase,S2S repaired,8991856040706508839,SBPDCL,405856707053848,2405:0203:052D:B7EA:0000:0000:0000:0010,L&T,LT0838657,405856707053848,2405:0203:052D:B7EA:0000:0000:0000:0010,5003916907,Retired,SBPDCL,LT0838657,2405:0203:052D:B7EA:0000:0000:0000:0010,Retired,SBPDCL,LT0838657,405856707053848,2405:0203:052D:B7EA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0838657,Unique
972,LT0472705,865681061274289,1 Phase,S2S repaired,8991856040706192777,SBPDCL,405856706737786,2405:0203:0527:5E3C:0000:0000:0000:0010,L&T,LT0472705,405856706737786,2405:0203:0527:5E3C:0000:0000:0000:0010,5001371201,Retired,SBPDCL,LT0472705,2405:0203:0527:5E3C:0000:0000:0000:0010,Retired,SBPDCL,LT0472705,405856706737786,2405:0203:0527:5E3C:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0472705,Unique
973,LT0816645,861996078344345,1 Phase,S2S repaired,8991856040706523912,SBPDCL,405856707068921,2405:0203:052D:61EE:0000:0000:0000:0010,L&T,LT0816645,405856707068921,2405:0203:052D:61EE:0000:0000:0000:0010,5001803368,Retired,SBPDCL,LT0816645,2405:0203:052D:61EE:0000:0000:0000:0010,Retired,SBPDCL,LT0816645,405856707068921,2405:0203:052D:61EE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0816645,Unique
974,LT0551163,865681062724233,1 Phase,S2S repaired,8991856040706393458,SBPDCL,405856706938467,2405:0203:0529:7218:0000:0000:0000:0010,L&T,LT0551163,405856706938467,2405:0203:0529:7218:0000:0000:0000:0010,5002612797,Retired,SBPDCL,LT0551163,2405:0203:0529:7218:0000:0000:0000:0010,Retired,SBPDCL,LT0551163,405856706938467,2405:0203:0529:7218:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0551163,Unique
975,LT0548472,861996077260195,1 Phase,S2S repaired,8991856040706390482,SBPDCL,405856706935491,2405:0203:0529:6795:0000:0000:0000:0010,L&T,LT0548472,405856706935491,2405:0203:0529:6795:0000:0000:0000:0010,5003879979,Retired,SBPDCL,LT0548472,2405:0203:0529:6795:0000:0000:0000:0010,Retired,SBPDCL,LT0548472,405856706935491,2405:0203:0529:6795:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0548472,Unique
976,LT0536628,861996078318422,1 Phase,S2S repaired,8991856040706165263,SBPDCL,405856706710284,2405:0203:0528:F18D:0000:0000:0000:0010,L&T,LT0536628,405856706710284,2405:0203:0528:F18D:0000:0000:0000:0010,5002633537,Retired,SBPDCL,LT0536628,2405:0203:0528:F18D:0000:0000:0000:0010,Retired,SBPDCL,LT0536628,405856706710284,2405:0203:0528:F18D:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0536628,Unique
977,LT0163133,861190056970715,1 Phase,S2S repaired,8991856050706265346,SBPDCL,405856706265346,2405:0203:0522:998A:0000:0000:0000:0010,L&T,LT0163133,405856706265346,2405:0203:0522:998A:0000:0000:0000:0010,5003471091,Retired,SBPDCL,LT0163133,2405:0203:0522:998A:0000:0000:0000:0010,Retired,SBPDCL,LT0163133,405856706265346,2405:0203:0522:998A:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0163133,Unique
978,LT0230602,869810055436416,1 Phase,S2S repaired,8991856050706334356,SBPDCL,405856706334356,2405:0203:0523:5D1B:0000:0000:0000:0010,L&T,LT0230602,405856706334356,2405:0203:0523:5D1B:0000:0000:0000:0010,5002082326,Retired,SBPDCL,LT0230602,2405:0203:0523:5D1B:0000:0000:0000:0010,Retired,SBPDCL,LT0230602,405856706334356,2405:0203:0523:5D1B:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0230602,Unique
979,LT0536871,865681062107595,1 Phase,S2S repaired,8991856040706165138,SBPDCL,405856706710159,2405:0203:0528:F280:0000:0000:0000:0010,L&T,LT0536871,405856706710159,2405:0203:0528:F280:0000:0000:0000:0010,5002328558,Retired,SBPDCL,LT0536871,2405:0203:0528:F280:0000:0000:0000:0010,Retired,SBPDCL,LT0536871,405856706710159,2405:0203:0528:F280:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0536871,Unique
980,LT0589104,861996078350979,1 Phase,S2S repaired,8991856040706111578,SBPDCL,405856706656600,2405:0203:0529:4DF8:0000:0000:0000:0010,L&T,LT0589104,405856706656600,2405:0203:0529:4DF8:0000:0000:0000:0010,5001797077,Retired,SBPDCL,LT0589104,2405:0203:0529:4DF8:0000:0000:0000:0010,Retired,SBPDCL,LT0589104,405856706656600,2405:0203:0529:4DF8:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0589104,Unique
981,LT0351511,869810055682498,1 Phase,S2S repaired,8991856050706444368,SBPDCL,405856706439368,2405:0203:0525:0D3F:0000:0000:0000:0010,L&T,LT0351511,405856706439368,2405:0203:0525:0D3F:0000:0000:0000:0010,5003745878,Retired,SBPDCL,LT0351511,2405:0203:0525:0D3F:0000:0000:0000:0010,Retired,SBPDCL,LT0351511,405856706439368,2405:0203:0525:0D3F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0351511,Unique
982,LT0310350,861996077249081,1 Phase,S2S repaired,8991856050706405523,SBPDCL,405856706405523,2405:0203:0524:7BEA:0000:0000:0000:0010,L&T,LT0310350,405856706405523,2405:0203:0524:7BEA:0000:0000:0000:0010,5003748160,Retired,SBPDCL,LT0310350,2405:0203:0524:7BEA:0000:0000:0000:0010,Retired,SBPDCL,LT0310350,405856706405523,2405:0203:0524:7BEA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0310350,Unique
983,LT0034419,861089054354445,1 Phase,S2S repaired,8991856050706315500,SBPDCL,405856706315500,2405:0203:0520:8F98:0000:0000:0000:0010,L&T,LT0034419,405856706315500,2405:0203:0520:8F97:0000:0000:0000:0010,5002254637,Retired,SBPDCL,LT0034419,2405:0203:0520:8F97:0000:0000:0000:0010,Retired,SBPDCL,LT0034420,405856706315525,2405:0203:0520:8F98:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,False,SAME SET IN SAME UTILITY,SIM AND METER-SIM LINK FILE REQUIRED,LNTLT0034419,Unique
984,LT0923773,861996078319479,1 Phase,S2S repaired,8991856040706823933,SBPDCL,405856707368936,2405:0203:052F:381E:0000:0000:0000:0010,L&T,LT0923773,405856707368936,2405:0203:052F:381E:0000:0000:0000:0010,5002718260,Retired,SBPDCL,LT0923773,2405:0203:052F:381E:0000:0000:0000:0010,Retired,SBPDCL,LT0923773,405856707368936,2405:0203:052F:381E:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0923773,Unique
985,LT0634320,860953060723284,1 Phase,S2S repaired,8991856040706218358,SBPDCL,405856706763367,2405:0203:052A:7E49:0000:0000:0000:0010,L&T,LT0634320,405856706763367,2405:0203:052A:7E49:0000:0000:0000:0010,5002066516,Retired,SBPDCL,LT0634320,2405:0203:052A:7E49:0000:0000:0000:0010,Retired,SBPDCL,LT0634320,405856706763367,2405:0203:052A:7E49:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0634320,Unique
986,LT0331580,869810055357273,1 Phase,S2S repaired,8991856050706484358,SBPDCL,405856706479358,2405:0203:0525:66FE:0000:0000:0000:0010,L&T,LT0331580,405856706479358,2405:0203:0525:66FE:0000:0000:0000:0010,5001943559,Retired,SBPDCL,LT0331580,2405:0203:0525:66FE:0000:0000:0000:0010,Retired,SBPDCL,LT0331580,405856706479358,2405:0203:0525:66FE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0331580,Unique
987,LT0333100,869810058999030,1 Phase,S2S repaired,8991856050706480196,SBPDCL,405856706475196,2405:0203:0525:6CEE:0000:0000:0000:0010,L&T,LT0333100,405856706475196,2405:0203:0525:6CEE:0000:0000:0000:0010,5002220947,Retired,SBPDCL,LT0333100,2405:0203:0525:6CEE:0000:0000:0000:0010,Retired,SBPDCL,LT0333100,405856706475196,2405:0203:0525:6CEE:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0333100,Unique
988,LT0288491,869810055426193,1 Phase,S2S repaired,8991856050706411385,SBPDCL,405856706411385,2405:0203:0525:1FD8:0000:0000:0000:0010,L&T,LT0288491,405856706411385,2405:0203:0525:1FD8:0000:0000:0000:0010,5003878097,Installed,SBPDCL,LT0288491,2405:0203:0525:1FD8:0000:0000:0000:0010,Installed,SBPDCL,LT0288491,405856706411385,2405:0203:0525:1FD8:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0288491,Unique
989,LT0984979,868886067669500,1 Phase,S2S repaired,8991856040707104680,SBPDCL,405856707649675,2405:0203:0530:D1FC:0000:0000:0000:0010,L&T,LT0984979,405856707649675,2405:0203:0530:D1FC:0000:0000:0000:0010,5003928930,Retired,SBPDCL,LT0984979,2405:0203:0530:D1FC:0000:0000:0000:0010,Retired,SBPDCL,LT0984979,405856707649675,2405:0203:0530:D1FC:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0984979,Unique
990,LT0793709,860953069019114,1 Phase,S2S repaired,8991856040706699848,SBPDCL,405856707244856,2405:0203:052C:D57F:0000:0000:0000:0010,L&T,LT0793709,405856707244856,2405:0203:052C:D57F:0000:0000:0000:0010,5003923661,Retired,SBPDCL,LT0793709,2405:0203:052C:D57F:0000:0000:0000:0010,Retired,SBPDCL,LT0793709,405856707244856,2405:0203:052C:D57F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0793709,Unique
991,LT0655186,861996078333603,1 Phase,S2S repaired,8991856040706258937,SBPDCL,405856706803946,2405:0203:052A:D742:0000:0000:0000:0010,L&T,LT0655186,405856706803946,2405:0203:052A:D742:0000:0000:0000:0010,5001361561,Retired,SBPDCL,LT0655186,2405:0203:052A:D742:0000:0000:0000:0010,Retired,SBPDCL,LT0655186,405856706803946,2405:0203:052A:D742:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0655186,Unique
992,LT0499223,861996078336564,1 Phase,S2S repaired,8991856040706204201,SBPDCL,405856706749210,2405:0203:0528:1CF2:0000:0000:0000:0010,L&T,LT0499223,405856706749210,2405:0203:0528:1CF2:0000:0000:0000:0010,5001367420,Retired,SBPDCL,LT0499223,2405:0203:0528:1CF2:0000:0000:0000:0010,Retired,SBPDCL,LT0499223,405856706749210,2405:0203:0528:1CF2:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0499223,Unique
993,LT0712241,860953069556297,1 Phase,S2S repaired,8991856040706450138,SBPDCL,405856706995147,2405:0203:052B:BE53:0000:0000:0000:0010,L&T,LT0712241,405856706995147,2405:0203:052B:BE53:0000:0000:0000:0010,5003483717,Retired,SBPDCL,LT0712241,2405:0203:052B:BE53:0000:0000:0000:0010,Retired,SBPDCL,LT0712241,405856706995147,2405:0203:052B:BE53:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0712241,Unique
994,LT0781373,861996077248380,1 Phase,S2S repaired,8991856040706705122,SBPDCL,405856707250130,2405:0203:052C:A54F:0000:0000:0000:0010,L&T,LT0781373,405856707250130,2405:0203:052C:A54F:0000:0000:0000:0010,5002287383,Retired,SBPDCL,LT0781373,2405:0203:052C:A54F:0000:0000:0000:0010,Retired,SBPDCL,LT0781373,405856707250130,2405:0203:052C:A54F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0781373,Unique
995,LT0288126,869810058783459,1 Phase,S2S repaired,8991856050706411729,SBPDCL,405856706411729,2405:0203:0525:1E6B:0000:0000:0000:0010,L&T,LT0288126,405856706411729,2405:0203:0525:1E6B:0000:0000:0000:0010,5003887083,Installed,SBPDCL,LT0288126,2405:0203:0525:1E6B:0000:0000:0000:0010,Installed,SBPDCL,LT0288126,405856706411729,2405:0203:0525:1E6B:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0288126,Unique
996,LT0560305,865681062886511,1 Phase,S2S repaired,8991856040706397279,SBPDCL,405856706942288,2405:0203:0529:2BFD:0000:0000:0000:0010,L&T,LT0560305,405856706942288,2405:0203:0529:2BFD:0000:0000:0000:0010,5003786469,Retired,SBPDCL,LT0560305,2405:0203:0529:2BFD:0000:0000:0000:0010,Retired,SBPDCL,LT0560305,405856706942288,2405:0203:0529:2BFD:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0560305,Unique
997,LT0423851,869810059115941,1 Phase,S2S repaired,8991856050706520253,SBPDCL,405856706515253,2405:0203:0527:0189:0000:0000:0000:0010,L&T,LT0423851,405856706515253,2405:0203:0527:0189:0000:0000:0000:0010,5003792642,Retired,SBPDCL,LT0423851,2405:0203:0527:0189:0000:0000:0000:0010,Retired,SBPDCL,LT0423851,405856706515253,2405:0203:0527:0189:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0423851,Unique
998,LT0536978,861996077254651,1 Phase,S2S repaired,8991856040706165665,SBPDCL,405856706710686,2405:0203:0528:F2EB:0000:0000:0000:0010,L&T,LT0536978,405856706710686,2405:0203:0528:F2EB:0000:0000:0000:0010,5003127554,Retired,SBPDCL,LT0536978,2405:0203:0528:F2EB:0000:0000:0000:0010,Retired,SBPDCL,LT0536978,405856706710686,2405:0203:0528:F2EB:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0536978,Unique
999,LT0498956,861996078321293,1 Phase,S2S repaired,8991856040706203494,SBPDCL,405856706748503,2405:0203:0528:1BE7:0000:0000:0000:0010,L&T,LT0498956,405856706748503,2405:0203:0528:1BE7:0000:0000:0000:0010,5002151372,Retired,SBPDCL,LT0498956,2405:0203:0528:1BE7:0000:0000:0000:0010,Retired,SBPDCL,LT0498956,405856706748503,2405:0203:0528:1BE7:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0498956,Unique
1000,LT0264750,869810055900874,1 Phase,S2S repaired,8991856050706393887,SBPDCL,405856706393887,2405:0203:0524:4F43:0000:0000:0000:0010,L&T,LT0264750,405856706393887,2405:0203:0524:4F43:0000:0000:0000:0010,5003777051,Retired,SBPDCL,LT0264750,2405:0203:0524:4F43:0000:0000:0000:0010,Retired,SBPDCL,LT0264750,405856706393887,2405:0203:0524:4F43:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0264750,Unique
1001,LT0668943,861996077253125,1 Phase,S2S repaired,8991856040706072761,SBPDCL,405856706617783,2405:0203:052B:0CFF:0000:0000:0000:0010,L&T,LT0668943,405856706617783,2405:0203:052B:0CFF:0000:0000:0000:0010,5001767857,Retired,SBPDCL,LT0668943,2405:0203:052B:0CFF:0000:0000:0000:0010,Retired,SBPDCL,LT0668943,405856706617783,2405:0203:052B:0CFF:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0668943,Unique
1002,LT0607330,865681061896750,1 Phase,S2S repaired,8991856040706138649,SBPDCL,405856706683671,2405:0203:052A:635F:0000:0000:0000:0010,L&T,LT0607330,405856706683671,2405:0203:052A:635F:0000:0000:0000:0010,5001366677,Retired,SBPDCL,LT0607330,2405:0203:052A:635F:0000:0000:0000:0010,Retired,SBPDCL,LT0607330,405856706683671,2405:0203:052A:635F:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0607330,Unique
1003,LT0262843,869810058864093,1 Phase,S2S repaired,8991856050706428586,SBPDCL,405856706423586,2405:0203:0524:3447:0000:0000:0000:0010,L&T,LT0262843,405856706423586,2405:0203:0524:3447:0000:0000:0000:0010,5002520575,Retired,SBPDCL,LT0262843,2405:0203:0524:3447:0000:0000:0000:0010,Retired,SBPDCL,LT0262843,405856706423586,2405:0203:0524:3447:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0262843,Unique
1004,LT0216921,869810051103341,1 Phase,S2S repaired,8991856050706344792,SBPDCL,405856706344792,2405:0203:0523:27AA:0000:0000:0000:0010,L&T,LT0216921,405856706344792,2405:0203:0523:27AA:0000:0000:0000:0010,5001789512,Retired,SBPDCL,LT0216921,2405:0203:0523:27AA:0000:0000:0000:0010,Retired,SBPDCL,LT0216921,405856706344792,2405:0203:0523:27AA:0000:0000:0000:0010,Retired,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,METER-SIM LINK FILE REQUIRED,LNTLT0216921,Unique
1005,LT0686589,865681069674670,1 Phase,S2S repaired,8991856040706282674,SBPDCL,405856706827683,2405:0203:052B:51ED:0000:0000:0000:0010,L&T,LT0686589,405856706827683,2405:0203:052B:51ED:0000:0000:0000:0010,52307728461,Installed,SBPDCL,LT0686589,2405:0203:052B:51ED:0000:0000:0000:0010,Installed,SBPDCL,LT0686589,405856706827683,2405:0203:052B:51ED:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0686589,Unique
1006,LT1015870,865575062527499,1 Phase,S2S repaired,8991856040707119343,SBPDCL,405856707664338,2405:0203:0530:7E83:0000:0000:0000:0010,L&T,LT1015870,405856707664338,2405:0203:0530:7E83:0000:0000:0000:0010,52309859441,Installed,SBPDCL,LT1015870,2405:0203:0530:7E83:0000:0000:0000:0010,Installed,SBPDCL,LT1015870,405856707664338,2405:0203:0530:7E83:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT1015870,Unique
1007,LT0439848,865681061841202,1 Phase,S2S repaired,8991856040706247883,SBPDCL,405856706792893,2405:0203:0526:7FBC:0000:0000:0000:0010,L&T,LT0439848,405856706792893,2405:0203:0526:7FBC:0000:0000:0000:0010,52307308971,Installed,SBPDCL,LT0439848,2405:0203:0526:7FBC:0000:0000:0000:0010,Installed,SBPDCL,LT0439848,405856706792893,2405:0203:0526:7FBC:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0439848,Unique
1008,LT0290860,869810055643128,1 Phase,S2S repaired,8991856050706410922,SBPDCL,405856706410922,2405:0203:0525:2919:0000:0000:0000:0010,L&T,LT0290860,405856706410922,2405:0203:0525:2919:0000:0000:0000:0010,52307017512,Installed,SBPDCL,LT0290860,2405:0203:0525:2919:0000:0000:0000:0010,Installed,SBPDCL,LT0290860,405856706410922,2405:0203:0525:2919:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0290860,Unique
1009,LT0197701,869810053386225,1 Phase,S2S repaired,8991856050706300510,SBPDCL,405856706300510,2405:0203:0523:9F98:0000:0000:0000:0010,L&T,LT0197701,405856706300510,2405:0203:0523:9F98:0000:0000:0000:0010,52306323939,Installed,SBPDCL,LT0197701,2405:0203:0523:9F98:0000:0000:0000:0010,Installed,SBPDCL,LT0197701,405856706300510,2405:0203:0523:9F98:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0197701,Unique
1010,LT0099246,869810050416363,1 Phase,S2S repaired,8991856050706280604,SBPDCL,405856706280604,2405:0203:0521:8FC4:0000:0000:0000:0010,L&T,LT0099246,405856706280604,2405:0203:0521:8FC4:0000:0000:0000:0010,52305541056,Installed,SBPDCL,LT0099246,2405:0203:0521:8FC4:0000:0000:0000:0010,Installed,SBPDCL,LT0099246,405856706280604,2405:0203:0521:8FC4:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0099246,Unique
1011,LT0352786,869810056195227,1 Phase,S2S repaired,8991856050706491027,SBPDCL,405856706486027,2405:0203:0525:123A:0000:0000:0000:0010,L&T,LT0352786,405856706486027,2405:0203:0525:123A:0000:0000:0000:0010,52305610329,Installed,SBPDCL,LT0352786,2405:0203:0525:123A:0000:0000:0000:0010,Installed,SBPDCL,LT0352786,405856706486027,2405:0203:0525:123A:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0352786,Unique
1012,LT0941993,860953065094947,1 Phase,S2S repaired,8991856040706787293,SBPDCL,405856707332296,2405:0203:052F:7968:0000:0000:0000:0010,L&T,LT0941993,405856707332296,2405:0203:052F:7968:0000:0000:0000:0010,52309815699,Installed,SBPDCL,LT0941993,2405:0203:052F:7968:0000:0000:0000:0010,Installed,SBPDCL,LT0941993,405856707332296,2405:0203:052F:7968:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0941993,Unique
1013,LT0052257,861089057975964,1 Phase,S2S repaired,8991856050706211086,SBPDCL,405856706211086,2405:0203:0520:C430:0000:0000:0000:0010,L&T,LT0052257,405856706211086,2405:0203:0520:C430:0000:0000:0000:0010,52305424502,Installed,SBPDCL,LT0052257,2405:0203:0520:C430:0000:0000:0000:0010,Installed,SBPDCL,LT0052257,405856706211086,2405:0203:0520:C430:0000:0000:0000:0010,Installed,SBPDCL,SAME SET IN SAME UTILITY,True,True,True,True,SAME SET IN SAME UTILITY,SET IS IN INSTALLED STAGE,LNTLT0052257,Unique
